Age,Income,Customer_Type
64,59330,Premium
46,109851,Gold
19,44786,Regular
65,64674,Regular
31,42709,VIP
43,73643,Gold
59,95811,Gold
36,42927,VIP
66,118959,Basic
65,37799,Premium
23,38638,VIP
65,101824,Premium
32,60737,Silver
60,65591,Silver
66,119751,Basic
44,102606,Premium
21,27321,Regular
61,76138,Premium
69,41743,Silver
20,72176,Regular
63,26145,Basic
58,99381,Premium
41,51810,Basic
52,47177,Gold
63,48509,Gold
66,113445,VIP
55,35315,Regular
68,22645,Regular
63,51193,Regular
62,29645,Regular
64,32734,Regular
61,113875,Basic
28,77238,Regular
55,65003,Basic
38,111500,VIP
57,115162,VIP
36,50106,VIP
67,96243,Silver
33,60120,Silver
38,108800,VIP
31,33346,Basic
21,34398,Regular
61,113940,Regular
21,80536,Gold
28,28119,VIP
26,87798,Gold
40,78065,Gold
44,84472,Regular
36,107473,Premium
46,79310,Regular
69,104204,VIP
23,89277,VIP
50,76341,Gold
62,29175,Basic
25,72325,Basic
66,25620,VIP
35,114320,Premium
29,108108,Premium
28,43838,Basic
59,87462,Basic
28,113313,Silver
36,51699,VIP
38,76654,Regular
47,80033,Premium
44,109661,Premium
59,105278,Premium
66,87565,Basic
33,45121,Silver
27,56158,Silver
22,56986,Silver
33,57348,Premium
48,72325,Silver
54,103244,Basic
36,91049,Gold
21,87970,VIP
39,98017,Premium
54,102867,Premium
53,24967,Premium
45,63507,Basic
19,47432,Premium
40,39291,Silver
70,116216,Basic
63,111476,Regular
28,87308,VIP
22,60353,Regular
48,90399,Premium
24,53762,Basic
50,105823,VIP
26,37240,Gold
23,67912,Gold
40,65517,Gold
62,89764,Basic
37,36117,Gold
56,25222,Basic
35,85970,Gold
45,117132,Premium
45,88186,Basic
59,103566,Gold
41,23178,Regular
58,88769,VIP
65,60445,Gold
64,108424,VIP
67,22771,Gold
47,51004,Gold
45,99477,Regular
24,23641,Silver
50,86447,Premium
69,86776,Silver
43,62603,Gold
18,30043,Gold
66,69190,Gold
35,38523,Premium
69,75295,Silver
57,63053,Premium
19,47051,VIP
47,28599,VIP
54,68527,Premium
41,93778,Gold
64,96800,VIP
18,46058,Silver
45,58966,Regular
62,88591,Regular
38,50071,VIP
24,90437,Basic
52,69777,Basic
19,97684,Gold
34,94956,Basic
21,33283,Basic
18,33402,Regular
43,115490,VIP
54,39526,Regular
70,114045,Premium
51,88044,Premium
54,58427,Basic
35,66472,VIP
29,48089,Silver
33,86187,Premium
32,33493,Silver
65,89660,Basic
41,110380,VIP
57,38654,Premium
31,54858,Gold
43,77979,Regular
46,35277,Regular
30,104263,Basic
42,32992,Regular
34,27990,VIP
26,108154,Basic
24,70500,VIP
67,57136,Premium
48,67528,Gold
68,58179,Silver
23,104969,Basic
46,62658,Regular
60,109853,Premium
32,47712,Silver
29,95876,Basic
24,56873,Basic
68,80360,Gold
21,89695,Regular
38,109362,Regular
59,30327,Premium
63,22442,VIP
23,98100,Basic
26,71561,Regular
54,96325,Gold
37,63526,Basic
49,113379,Gold
62,89791,Regular
38,42536,Basic
34,114737,Gold
30,29095,VIP
45,51579,Regular
21,81653,Premium
31,108189,Regular
44,73068,Basic
43,73992,Regular
34,44576,Basic
43,71032,VIP
41,27599,Premium
53,107383,Regular
28,74584,Basic
32,91911,VIP
47,36253,Premium
66,101384,Silver
21,30100,Gold
32,43350,Silver
37,32204,VIP
68,69623,Silver
26,43691,Gold
62,69284,Basic
31,93612,Premium
33,38751,Silver
64,52902,Gold
28,98877,Basic
53,118894,Gold
53,29031,Gold
39,36275,Gold
30,23098,Gold
53,94693,Silver
29,27803,Silver
23,115459,Gold
62,52288,Premium
46,106035,Basic
34,24861,VIP
21,29216,Regular
37,75539,Gold
26,72445,Regular
21,69467,Premium
30,23961,Premium
64,76914,Silver
39,25055,VIP
30,43507,Gold
28,24912,VIP
50,40672,VIP
68,46887,Regular
51,62109,Silver
19,107654,Basic
35,79273,Silver
20,53630,Premium
47,54317,VIP
56,108801,Regular
59,102553,Basic
52,33690,Regular
32,116676,Premium
21,75930,Premium
47,78306,Silver
30,20917,Silver
64,118521,Silver
26,60377,Gold
56,108286,Regular
55,37778,VIP
25,71661,Basic
32,72575,VIP
32,57613,Gold
36,95966,Basic
51,62862,Basic
43,39004,Premium
37,45049,Gold
33,30463,Premium
66,53125,Silver
25,29874,Premium
63,97598,Regular
32,65157,VIP
51,107042,VIP
27,35079,Gold
34,65335,Premium
20,64369,Regular
68,49895,Gold
65,118042,Gold
27,70181,Premium
61,96806,Premium
64,83367,Gold
43,47388,Gold
40,25709,Regular
23,27560,Basic
49,62431,VIP
20,95795,Regular
68,55328,Premium
68,106645,Basic
40,68070,Gold
42,103241,VIP
29,67435,Premium
70,57998,VIP
30,29768,Gold
55,101595,Gold
43,49472,Premium
22,22107,Regular
61,84958,Gold
56,101445,Gold
39,118337,Basic
42,41138,VIP
69,95772,Silver
38,57868,Gold
52,91236,VIP
35,67162,Gold
43,118934,Premium
62,91062,Gold
48,58007,Basic
66,99092,Regular
33,116006,Gold
22,116073,Silver
25,63464,Gold
27,118924,Regular
58,90229,Silver
62,20512,Gold
50,94842,VIP
58,77958,Silver
35,71293,Gold
69,97638,Gold
65,86930,Regular
69,58925,Gold
70,99251,Silver
63,66799,Premium
45,90026,Basic
62,21977,VIP
37,77938,Silver
61,70384,Premium
21,106776,Gold
28,41540,VIP
25,82299,Basic
54,101972,Silver
20,22567,Basic
44,51234,Basic
49,92078,VIP
28,61103,Silver
61,26348,Basic
69,20644,VIP
56,56542,Basic
20,80078,Basic
64,43827,Gold
21,99158,Gold
67,106951,VIP
19,58512,Premium
44,82862,Premium
18,45055,Basic
32,52797,Silver
57,49583,Basic
47,75082,VIP
70,72000,Gold
65,40055,Silver
23,67276,Premium
27,22116,VIP
33,87415,Premium
23,47394,VIP
30,20352,Basic
24,34123,Premium
69,25634,Silver
47,58524,VIP
30,25577,Gold
63,70592,Silver
18,96303,Basic
37,117670,Premium
48,82457,Gold
52,73156,Premium
27,95089,Premium
36,91095,Basic
58,33143,Gold
42,34768,Silver
20,30717,Regular
25,65815,Basic
40,114467,Basic
25,79749,Basic
31,30793,Gold
68,90201,Regular
66,34834,Premium
51,95029,Regular
33,40599,Regular
36,27918,VIP
47,119110,Premium
54,95634,VIP
55,58913,Premium
37,37818,Silver
32,43484,VIP
23,81216,Basic
46,53490,Basic
47,22344,Premium
52,97602,Basic
61,118700,Basic
38,30217,Silver
25,95885,Regular
44,101284,Regular
25,40576,VIP
65,48265,Premium
44,100754,Basic
42,30105,VIP
54,102264,Silver
29,104979,VIP
22,32266,Gold
37,53140,Silver
26,54601,Basic
65,66611,Gold
70,105253,Gold
24,112417,Silver
27,96805,Regular
52,97701,Silver
38,34670,Regular
53,31056,Premium
33,88161,Regular
32,98145,Premium
52,59851,Basic
60,24067,Silver
56,38473,Silver
43,47684,VIP
31,28209,Gold
23,58634,VIP
68,28430,Regular
50,31735,Gold
52,111621,Premium
57,60991,Premium
42,98950,Silver
34,24645,Regular
54,35308,VIP
49,114776,Gold
24,51497,Regular
29,72860,Premium
64,66277,Basic
26,111886,Gold
52,21508,Regular
25,93353,Premium
21,22734,Basic
22,47311,VIP
20,93411,Regular
39,32360,Regular
66,114824,Basic
22,99558,Regular
23,30768,Silver
39,80190,Regular
31,57423,Basic
25,73426,Regular
28,27333,Regular
40,107912,Gold
26,106699,Premium
49,33670,Silver
50,77644,Basic
35,114522,VIP
30,117156,Premium
52,61402,Basic
62,49942,Gold
38,28799,Regular
20,42396,Regular
64,72317,Gold
65,47771,VIP
55,64715,Gold
43,50658,Premium
23,94468,Premium
37,43825,Regular
41,68096,Silver
54,90399,Silver
18,59565,Basic
66,66579,Regular
21,57499,Silver
66,112369,Silver
55,62378,Basic
45,84185,Basic
54,76449,VIP
69,49524,VIP
41,40509,Gold
64,93585,VIP
51,98466,Gold
65,22658,Basic
66,97241,Basic
21,44584,Gold
23,21132,Premium
33,70649,Basic
35,49213,Basic
41,104982,Regular
27,100685,Premium
65,90439,Basic
67,44904,Silver
43,97665,Basic
62,61295,Gold
32,90211,Basic
46,24793,Basic
57,81757,VIP
60,35511,Premium
23,66721,Premium
66,31371,Regular
27,71575,Basic
49,106525,Silver
42,116628,Silver
44,53194,Premium
64,98228,Silver
38,49122,Silver
44,90930,VIP
69,92062,Regular
48,80936,Gold
68,63450,Premium
46,44879,Regular
24,55102,Gold
43,58224,Regular
63,46801,Regular
61,45461,Regular
57,44438,VIP
48,32607,VIP
39,89417,Premium
40,90912,Basic
57,50792,Gold
26,60689,Silver
20,42882,Premium
70,78847,Regular
38,29357,Premium
44,79072,Basic
18,21369,Basic
67,61195,VIP
64,86758,VIP
21,47209,Premium
41,40221,Premium
47,87458,Basic
47,62227,Silver
64,69011,Gold
20,45140,Gold
27,64338,VIP
36,67892,Regular
42,94405,Basic
50,60900,Silver
52,58155,VIP
64,41979,VIP
30,91728,Gold
19,47201,VIP
21,68644,Basic
63,49745,VIP
21,81586,Premium
22,115019,Premium
64,99370,Premium
48,56815,Regular
26,33294,Basic
27,21989,Premium
34,113957,VIP
48,23369,VIP
29,96641,Silver
22,75625,Silver
20,52506,Regular
38,102725,VIP
68,73151,VIP
60,58981,Regular
47,36300,VIP
61,117090,VIP
65,75584,Premium
70,84201,Regular
45,78335,VIP
27,52242,Basic
55,43389,VIP
63,99624,Regular
62,81013,Regular
51,59164,VIP
23,20693,Premium
30,30336,Basic
55,31041,Gold
40,118488,Silver
59,31005,Regular
26,113059,Regular
36,44800,VIP
53,111619,Premium
64,36724,VIP
45,114306,Gold
28,98525,VIP
58,30821,Premium
47,47570,Basic
27,91533,Premium
55,22658,Basic
52,107264,VIP
58,66752,VIP
49,62479,Basic
34,46936,Silver
56,54360,Premium
32,55533,Silver
23,73577,Regular
20,109902,Regular
65,37681,Silver
21,96433,Silver
51,82263,Gold
67,21026,VIP
20,27521,Gold
63,50114,Silver
47,28661,Gold
61,53591,Silver
45,72969,Basic
47,96484,Premium
32,80868,VIP
58,36412,VIP
34,99794,Gold
64,102191,Premium
50,43769,VIP
38,101469,Regular
40,71160,Regular
52,34760,Gold
36,60985,VIP
49,45562,VIP
32,116794,Regular
47,71765,Premium
18,82591,Silver
41,87565,Basic
26,46149,Gold
42,92406,VIP
36,59522,Premium
68,79306,Basic
67,44868,Silver
50,43282,Basic
42,32726,Premium
39,60436,Basic
58,57770,Basic
43,112057,Premium
22,29697,Basic
51,106980,Basic
68,44951,Gold
30,45263,VIP
40,36440,Basic
32,100291,Gold
48,92689,VIP
49,51352,Premium
66,50791,Basic
25,59570,Regular
29,48817,Regular
51,109315,Silver
50,105519,Gold
42,49076,Basic
34,83964,Gold
35,53832,Gold
53,110524,Basic
61,69131,Silver
27,54418,Gold
42,59688,Premium
63,73045,Regular
34,95362,Gold
61,108164,Basic
43,48696,Regular
18,64004,Silver
18,58644,VIP
45,47701,Premium
64,95151,Basic
19,77782,VIP
33,84464,Premium
67,35803,Gold
22,55661,Silver
20,58657,Gold
19,86961,Basic
49,41346,Premium
69,59151,Regular
67,26807,Basic
47,81240,Basic
35,86538,Regular
40,97730,VIP
21,110315,Basic
53,38704,Premium
37,39335,Basic
27,57360,Gold
41,40500,VIP
36,42688,Silver
54,39340,Basic
24,36547,Silver
38,85227,Regular
49,77611,Basic
56,117293,Gold
56,107183,Silver
41,40640,Basic
40,107822,VIP
41,55417,Gold
57,36220,Basic
43,34556,Basic
50,119528,Silver
44,33536,Silver
18,37969,Gold
45,51473,Premium
64,44738,Silver
47,95033,Premium
19,67318,Premium
36,67720,VIP
43,29374,Silver
55,33350,Gold
35,56996,Regular
29,60981,VIP
61,55270,Silver
66,60009,Silver
27,115972,Silver
60,65664,Premium
48,23403,Silver
22,114251,Silver
70,42850,Gold
63,76472,Regular
68,49508,Premium
58,20135,Gold
64,67031,Silver
62,78307,VIP
56,67976,Basic
27,87118,Regular
64,62083,Basic
44,43308,Regular
37,29184,VIP
59,99415,Basic
25,38451,Regular
68,39463,Premium
33,100497,Basic
33,38018,Silver
52,78192,Gold
26,119983,Regular
19,28005,Silver
63,90970,Basic
38,82804,Silver
49,29241,Premium
56,95092,Basic
61,104246,Silver
57,102263,VIP
65,24181,Regular
48,69128,Gold
63,37750,Silver
19,26576,Basic
50,56103,Silver
33,53716,Silver
70,77858,Gold
35,43181,Gold
21,88102,Basic
52,24261,VIP
56,62647,Silver
55,95960,Premium
19,98631,Silver
20,36036,Gold
63,54086,Gold
58,80114,Basic
48,20177,Premium
19,25221,Premium
31,28892,Basic
70,53295,Silver
39,80747,Silver
23,57932,Silver
47,96907,Premium
36,97209,Regular
65,111777,Regular
56,104233,Silver
33,65229,Premium
68,43132,Premium
27,95156,Silver
46,77195,Silver
61,78687,Silver
22,57860,Gold
32,83093,Premium
68,38717,Gold
61,31970,Silver
41,59255,Premium
40,41387,Regular
45,61615,Premium
62,96617,VIP
31,45611,Basic
46,77565,Basic
38,58671,VIP
49,33528,Premium
32,71459,Basic
21,94992,Premium
60,43006,Basic
22,72048,VIP
70,95741,Silver
63,89734,Basic
60,92256,Regular
67,95183,Basic
60,101188,Silver
52,68361,Regular
60,75096,Regular
24,73511,VIP
30,90431,Basic
20,43762,VIP
53,25576,Regular
37,49171,Regular
18,41345,Premium
38,50244,VIP
49,26370,Silver
35,98742,Premium
54,115961,VIP
50,97459,Silver
28,96240,Regular
49,72306,Basic
49,110447,Regular
53,24566,Silver
24,116449,VIP
42,35810,Gold
66,84230,Silver
22,22106,Gold
58,42915,VIP
44,52213,Basic
48,97995,Premium
57,38192,Premium
56,46208,VIP
59,64193,Gold
70,25605,Silver
66,34765,Basic
43,49967,Regular
27,79707,Silver
53,77707,Silver
68,69870,Basic
59,81919,Gold
26,72437,VIP
55,92479,Premium
40,49157,VIP
63,27832,VIP
46,59777,Silver
49,53419,Silver
66,113859,Silver
48,69876,Regular
69,75007,Regular
55,105488,Silver
34,89265,Gold
41,63315,Silver
48,99484,Basic
50,68116,Basic
55,31701,Basic
49,117380,Basic
69,85472,Regular
22,61357,Silver
39,59680,Regular
65,119307,Silver
41,44606,Basic
19,46719,VIP
44,30581,Gold
40,45915,Regular
24,30546,Gold
64,98265,Regular
60,45576,Premium
29,104609,Premium
47,84058,Basic
39,91517,Silver
32,65657,Basic
45,21896,Basic
41,117186,Regular
46,23383,Basic
67,74718,Regular
59,41290,Gold
45,92255,Basic
55,104824,VIP
70,60493,Basic
66,49707,Silver
21,50783,Gold
26,75244,Gold
27,56069,Regular
59,106648,Regular
20,97815,Gold
61,46471,Basic
56,43781,VIP
37,49218,Gold
47,114704,Silver
52,76024,Basic
28,57078,Premium
69,110913,Regular
47,70583,Silver
22,72661,VIP
43,50449,Silver
49,32688,Silver
61,62566,Premium
19,88397,Gold
58,55633,Basic
19,64300,Gold
21,82425,Gold
20,92513,VIP
69,117477,Gold
41,75259,VIP
67,33764,Premium
67,41688,Silver
58,52912,Basic
31,58166,Silver
59,21494,Basic
57,83910,Basic
26,91777,Gold
27,83635,Gold
49,95930,Silver
48,30536,VIP
42,73900,Basic
24,60750,Silver
19,62253,Gold
63,89751,Premium
25,109039,Regular
54,93602,Premium
31,85162,Gold
45,57561,VIP
69,82092,Gold
35,109196,Basic
52,20991,Gold
48,80783,VIP
53,30331,Regular
24,88108,VIP
20,50621,Regular
35,110285,Premium
39,44176,Basic
40,81045,Regular
40,113645,Premium
40,110024,Regular
43,54327,Silver
62,73950,Premium
44,117719,Regular
38,74545,Premium
60,104406,Regular
37,102132,VIP
54,49342,Premium
69,81033,Basic
32,35661,Silver
68,119008,Premium
33,83796,Premium
34,90891,Premium
66,79812,Premium
40,93186,Silver
61,74486,Gold
57,20662,Gold
44,94546,Silver
38,84469,Gold
39,103675,Gold
31,35380,Gold
31,113461,Gold
48,23818,Premium
26,74643,Regular
64,59963,Gold
46,118172,Silver
19,96501,Premium
30,46217,Regular
30,40375,Regular
52,51942,Premium
30,83618,Premium
20,24759,Regular
51,117254,Basic
62,60944,Silver
47,77758,VIP
30,117330,Gold
21,65355,Basic
64,104082,Premium
18,85259,Regular
44,40034,VIP
36,62638,Regular
60,75476,VIP
58,25926,Gold
35,35197,Premium
34,77310,Premium
51,86453,Gold
49,56983,Regular
23,114796,Silver
38,100547,VIP
19,94545,Regular
51,109345,Regular
69,32351,Gold
18,52283,Regular
27,102320,Basic
40,67200,Premium
32,108042,VIP
69,64497,Silver
36,22457,Regular
19,103626,Basic
19,84167,Premium
24,22445,Premium
18,119910,VIP
37,78776,Regular
36,98479,Silver
58,23707,Silver
28,48570,Regular
48,47407,Premium
26,72291,Regular
37,29521,Basic
68,90321,VIP
57,45970,Silver
52,53116,Regular
69,54207,Gold
33,98085,Gold
68,106908,Premium
48,41248,Regular
27,103961,Basic
25,116616,Regular
59,87428,Basic
52,85743,Regular
39,115904,Regular
23,100423,Basic
62,23108,Regular
65,44860,Silver
67,95481,VIP
44,86614,Regular
21,45293,Regular
54,62729,Premium
62,87266,Premium
48,34449,Premium
41,74109,Regular
56,74667,VIP
19,102827,Premium
46,103526,Basic
55,66113,Regular
27,86222,Premium
48,25494,VIP
21,84404,VIP
68,45634,VIP
28,44175,Gold
48,98567,Gold
48,23023,Gold
40,86861,Silver
66,113114,Silver
58,59482,Regular
35,29981,Gold
26,72821,VIP
27,33704,Silver
26,65936,Premium
40,117756,Basic
42,31225,Basic
50,113341,Premium
36,93700,VIP
54,66832,VIP
28,69307,Basic
27,25959,Silver
65,63286,VIP
38,36559,Premium
41,89871,Regular
24,45579,Silver
64,57167,Premium
23,50627,Regular
49,68966,VIP
64,62789,VIP
32,48456,VIP
68,79017,Premium
65,80009,Regular
38,48911,Premium
68,33861,Gold
21,105132,Regular
36,28376,Gold
18,76774,Basic
50,73750,Basic
20,65030,Premium
34,92808,Basic
18,96009,Silver
47,79544,Silver
45,113816,Basic
57,45105,Basic
51,25550,Premium
42,37950,Regular
22,22358,Gold
63,56670,Gold
22,110565,Premium
21,95794,Basic
61,86742,Basic
54,20087,Silver
23,82934,Premium
62,39839,VIP
20,83081,Regular
36,26631,Gold
61,89881,Regular
33,99101,Silver
21,28801,Premium
38,96723,Premium
53,96469,Premium
38,88669,Regular
58,90257,VIP
67,109362,Basic
18,49868,Basic
24,90256,Regular
65,97480,Regular
32,29507,VIP
59,106360,VIP
66,110696,Premium
41,43278,Premium
56,32541,Premium
69,117351,Premium
58,104842,Basic
27,37436,VIP
62,80312,Premium
19,109831,Silver
43,82677,Silver
35,103567,Gold
67,111005,Basic
18,54649,Basic
39,37062,VIP
38,24144,Silver
61,108591,Silver
39,69181,Premium
37,52083,Premium
42,43594,Premium
41,75086,Silver
43,100323,Gold
52,52840,Basic
34,105168,Silver
38,73307,Regular
68,69355,Basic
67,56123,Basic
51,28517,Premium
22,26834,Regular
62,100485,VIP
26,94492,Basic
35,74957,Premium
37,70505,Gold
64,78797,Gold
49,30296,Premium
65,61577,Basic
70,33633,Regular
67,101329,Gold
48,44658,Silver
47,104104,Basic
55,46940,Silver
22,57572,Basic
41,47095,Silver
67,21881,Silver
35,31835,Gold
20,60946,Silver
56,53742,Regular
64,109830,Premium
28,34210,Premium
66,37156,Basic
45,115652,Basic
60,51843,Gold
41,38451,VIP
35,23987,Premium
64,71635,Silver
66,76435,Basic
67,32898,Silver
43,82701,Regular
51,46388,Regular
31,108261,Basic
67,60376,Regular
27,66889,Gold
66,90560,Silver
47,30982,Gold
60,30729,VIP
19,27980,Silver
67,59567,Premium
27,91424,VIP
56,28117,Silver
31,117646,Silver
56,101926,Gold
58,92608,Regular
61,108661,Regular
28,87600,Gold
51,115531,Basic
68,99217,Silver
25,94985,Gold
23,59018,Regular
18,69473,Regular
18,56609,Regular
39,54008,Gold
62,59642,Basic
63,102877,Premium
35,52398,Premium
66,52917,VIP
39,69107,Basic
59,73578,Basic
18,36050,Silver
21,44846,Regular
52,62577,Regular
38,50679,Regular
42,98411,Basic
37,44971,Premium
48,48276,Premium
18,115807,Premium
31,61948,Gold
40,69007,Regular
42,78295,VIP
28,47478,VIP
32,106096,Premium
36,30865,Premium
21,83757,VIP
66,75792,VIP
22,38557,VIP
62,63327,Gold
52,48199,Basic
54,63290,Silver
47,46962,Basic
45,76819,Gold
55,26807,VIP
24,78434,Premium
20,51992,Silver
19,30619,Basic
43,105546,Basic
52,50610,VIP
66,88753,Gold
27,60953,Silver
20,43741,Premium
62,40800,Basic
30,75286,Regular
38,52629,Silver
42,65138,Basic
64,81025,Gold
58,28897,Silver
44,116636,Silver
49,92467,Basic
47,108963,Premium
51,59613,Basic
64,66283,Gold
30,86686,Premium
47,66544,Regular
53,114664,Premium
19,39613,Gold
46,62727,Regular
60,82616,Silver
24,114514,VIP
66,108525,Regular
52,53362,Gold
48,52562,Premium
48,78315,Basic
21,72853,Gold
35,98436,Silver
68,55548,Basic
57,43931,VIP
69,102137,Silver
55,118949,Silver
18,107590,Premium
28,98439,Gold
38,98534,Premium
18,114118,VIP
29,74251,Silver
18,41730,Premium
64,60059,Silver
19,106460,Silver
63,100471,Regular
69,93629,Basic
60,66087,Regular
37,33013,Gold
33,89484,VIP
69,100043,VIP
67,58161,Premium
64,100054,Regular
30,57518,Regular
34,54824,Regular
69,90375,Basic
53,90358,Basic
29,38529,Premium
68,82536,VIP
22,66297,Silver
29,106630,Premium
30,62782,Gold
67,82604,Silver
32,54353,VIP
19,104734,Premium
18,42207,Basic
41,78419,Silver
48,50678,Basic
62,91737,VIP
37,52733,Silver
49,50402,Basic
62,28287,Regular
50,58207,Basic
46,115806,VIP
32,32708,Basic
22,88373,Silver
18,50090,Gold
51,28095,Regular
19,115436,Gold
62,42394,Regular
27,95561,Silver
52,43522,Silver
57,48218,VIP
67,89001,Gold
63,52013,VIP
45,50240,Premium
19,81929,Silver
63,48174,Basic
61,24093,Premium
57,55968,VIP
24,84925,VIP
64,91692,Silver
25,32964,Regular
53,71490,Regular
21,41627,Premium
19,93816,Silver
35,63986,Gold
23,100209,Basic
69,93718,Basic
47,54810,Silver
68,44996,VIP
51,35744,Regular
41,31520,Silver
36,83312,Regular
64,70487,Basic
70,104175,Regular
35,64677,Silver
45,84870,Silver
59,97477,Basic
70,104214,Gold
35,50238,VIP
52,41326,Regular
56,91494,Silver
52,98262,VIP
29,93580,Regular
33,74786,VIP
52,62771,VIP
40,48240,Regular
43,82506,VIP
44,104581,Premium
24,107605,VIP
52,93366,VIP
37,36405,Gold
31,71027,Gold
29,82051,Silver
41,39821,Premium
22,109496,Premium
20,117948,VIP
20,99246,Premium
61,105852,VIP
22,76715,Silver
44,70913,Premium
18,58884,Silver
28,29480,Silver
53,101025,Gold
58,31771,Basic
67,94456,Premium
57,50979,VIP
68,67641,Gold
54,80710,VIP
59,22471,Basic
43,100224,Premium
41,21621,Premium
68,65900,Gold
27,106826,VIP
20,34391,Premium
36,75213,Regular
23,54095,Gold
25,44976,VIP
31,42174,Premium
53,78783,VIP
59,65214,VIP
57,85580,Gold
27,105209,Silver
51,52469,Regular
34,98076,Silver
32,82315,Premium
28,23589,Basic
41,23847,Regular
42,28799,Gold
39,81420,Silver
24,23450,Regular
40,21581,Premium
19,50632,Silver
39,105276,VIP
43,50735,Premium
23,35034,Silver
24,31574,Basic
18,71718,Premium
54,46946,VIP
47,66434,Basic
24,43344,Silver
49,35200,Premium
56,113805,Silver
20,72066,Regular
68,65543,VIP
68,87322,Gold
25,36447,Regular
70,103553,Premium
56,52547,Silver
52,45624,Gold
25,66670,Regular
36,41191,Regular
52,34068,Regular
57,87948,VIP
57,42252,Silver
26,59194,Regular
65,88165,Premium
35,98209,Basic
46,67202,Premium
53,95618,Silver
64,39077,Gold
28,48613,Gold
25,40947,Basic
63,100593,Premium
33,63002,VIP
34,90426,Silver
63,49091,Regular
21,101277,Basic
55,115612,Regular
64,73308,Regular
65,81588,Gold
18,32532,Regular
22,98268,Premium
37,110141,VIP
28,60395,Gold
39,55014,Silver
45,21746,Premium
19,25387,Premium
28,58888,Regular
54,113399,VIP
34,87648,Gold
24,74440,Silver
49,89783,Silver
30,51095,Basic
49,90710,VIP
51,77774,VIP
22,39067,Basic
57,111134,VIP
57,83724,Gold
53,74795,Basic
21,51833,Basic
35,53140,Basic
61,48972,VIP
51,45240,Regular
59,72793,Gold
48,109752,Regular
43,54462,Regular
55,78087,Basic
38,42178,Basic
61,98456,Silver
69,76440,Premium
55,28271,VIP
34,62059,Regular
19,91143,Regular
30,102703,Regular
19,51920,Premium
67,47240,Regular
25,37279,Gold
29,106437,Basic
33,47563,VIP
45,95829,Gold
55,28738,Basic
56,36565,Gold
50,103128,Regular
55,28023,Premium
24,69479,Silver
61,49154,Regular
36,80178,Silver
36,79385,Regular
64,72371,Premium
70,107479,VIP
20,62318,VIP
63,21381,Premium
66,67543,Regular
39,63505,Silver
56,47459,VIP
44,20700,Basic
33,91394,VIP
29,85222,Gold
23,54753,VIP
24,50985,Regular
50,21086,Basic
31,64947,Gold
51,75053,Regular
34,91353,VIP
58,63596,Basic
31,33835,Basic
49,44746,Premium
50,81294,Regular
64,25018,Regular
48,115994,Silver
40,102416,Gold
44,114429,Premium
40,25698,Basic
47,68156,Premium
68,119733,Gold
49,77794,Silver
47,79457,Basic
37,45061,VIP
54,66556,Regular
24,39186,VIP
47,66594,VIP
20,84198,Gold
53,117542,Silver
51,86227,Silver
57,63001,Silver
43,46352,Gold
20,109359,Premium
44,82170,Premium
47,60367,Silver
26,34549,Premium
49,76663,VIP
36,88570,Premium
23,30027,Basic
55,66541,Gold
24,68816,Gold
24,41333,Premium
55,92397,Regular
51,102691,VIP
61,97134,Basic
35,71137,Silver
65,91647,VIP
68,78730,VIP
48,83726,VIP
40,84761,Regular
67,108240,VIP
34,66643,VIP
21,37995,Basic
18,76973,Silver
65,78452,Premium
23,52190,Silver
65,24113,Gold
54,107075,Regular
49,112232,Regular
44,40437,Silver
69,70241,Silver
70,41541,Basic
29,58189,VIP
36,31027,Gold
18,61562,Regular
28,48026,VIP
26,21675,Regular
33,79077,Silver
25,103319,Regular
43,75879,Basic
65,61643,Basic
36,109250,VIP
54,53925,Basic
54,70142,Basic
45,45564,Basic
27,58724,Gold
22,32833,Silver
39,64580,Gold
64,42828,Gold
32,53121,Basic
19,47645,VIP
36,29292,Regular
43,38217,Gold
53,100973,VIP
65,61577,VIP
31,93033,Silver
18,113692,Silver
59,30583,Basic
50,23423,VIP
50,43290,Gold
21,40213,Premium
57,98273,Gold
32,30424,Gold
29,76844,Regular
37,72756,VIP
66,36648,VIP
67,63500,Silver
70,36565,Premium
27,119958,Regular
28,97749,Gold
57,77477,Regular
30,32146,Regular
27,25900,Gold
28,68784,Basic
55,63004,Basic
66,38547,Gold
33,33597,Gold
62,41794,Gold
53,117448,Premium
42,72813,Basic
54,54715,VIP
47,79703,Gold
70,36634,VIP
69,53109,Gold
61,32378,Premium
39,42073,Premium
32,105767,Silver
27,84782,Regular
49,55413,Basic
58,114134,Basic
70,30480,Premium
46,91929,Silver
47,77029,VIP
65,95359,Basic
67,86259,Premium
57,68954,Premium
20,22124,Silver
21,80314,Basic
24,85437,Silver
59,95223,Premium
54,21688,Premium
64,37517,Silver
48,51524,Premium
62,108716,Regular
39,71835,VIP
44,57939,Premium
37,82055,Gold
32,27550,Regular
24,99264,Silver
69,97304,Silver
53,37366,Silver
32,27726,Silver
59,59585,Basic
64,89934,VIP
48,73320,Silver
43,97932,Basic
24,88385,VIP
52,92086,Basic
47,21075,Regular
21,74500,Regular
37,51607,Gold
25,108926,VIP
44,103421,VIP
30,105720,Basic
40,60801,Regular
35,97680,Silver
48,109613,Regular
51,54303,Gold
18,110038,Gold
38,99812,Basic
44,54453,VIP
37,46491,Regular
30,115646,Gold
44,109674,Silver
67,50290,Silver
